Medicine ID,Medicine Name,Category,Manufacturer,Batch Number,Expiry Date,Stock Quantity,Unit Price,Supplier Name,Status
M0270,Ibuprofen,Cream,Dr. Reddy's,B54859,01-11-2029,185,2437.86,Apollo Distributor,Available
M0271,Augmentin,Tablet,Abbott,B80436,08-08-2029,488,462.96,ABC Medicals,Available
M0272,Calcium Tablets,Injection,Pfizer,B81136,16-08-2028,426,369.58,HealthCare Pharma,Available
M0273,Aspirin,Capsule,Pfizer,B33070,25-03-2030,383,498.3,ABC Medicals,Available
M0274,Vitamin C,Injection,Pfizer,B67380,17-04-2028,470,677.54,HealthCare Pharma,Available
M0275,Monocef,Syrup,Torrent,B87682,16-04-2027,25,1552.15,MedPlus Supplier,Available
M0276,Vitamin C,Tablet,Dr. Reddy's,B13291,04-04-2030,119,367.5,HealthCare Pharma,Available
M0277,Paracetamol,Cream,Torrent,B30808,14-02-2028,298,2498.52,Wellness Pharma,Available
M0278,ORS,Injection,Sun Pharma,B36460,31-10-2027,182,384.73,Wellness Pharma,Available
M0279,Aspirin,Injection,Sun Pharma,B60097,01-10-2027,202,970.46,HealthCare Pharma,Available
M0280,Amoxicillin,Capsule,Alkem,B66026,15-02-2029,138,1016.53,Wellness Pharma,Available
M0281,ORS,Cream,Torrent,B51559,12-01-2028,69,1648.53,MedPlus Supplier,Available
M0282,ORS,Capsule,Alkem,B18267,23-03-2028,239,650.79,Apollo Distributor,Available
M0283,Amoxicillin,Capsule,Torrent,B52658,27-05-2027,454,681.97,HealthCare Pharma,Available
M0284,Pantoprazole,Cream,Glenmark,B89611,04-07-2029,106,1403.4,HealthCare Pharma,Available
M0285,Metformin,Tablet,Glenmark,B74078,27-02-2029,67,2442.69,HealthCare Pharma,Available
M0286,Omeprazole,Cream,Lupin,B51257,28-10-2029,358,2062.05,HealthCare Pharma,Available
M0287,Ciprofloxacin,Capsule,Sun Pharma,B94091,20-11-2029,299,2445.22,MedPlus Supplier,Available
M0288,Diclofenac,Injection,Sun Pharma,B50352,13-07-2029,417,1971.69,HealthCare Pharma,Available
M0289,Vitamin D,Cream,Glenmark,B77400,05-08-2029,226,2396.09,Apollo Distributor,Available
M0290,Paracetamol,Syrup,Torrent,B39689,02-10-2028,51,314.36,MedPlus Supplier,Available
M0291,Diclofenac,Capsule,Mankind,B47896,15-05-2029,378,89.67,Apollo Distributor,Available
M0292,ORS,Syrup,Cipla,B10021,17-11-2028,96,1275.85,HealthCare Pharma,Available
M0293,Cetirizine,Cream,Abbott,B86664,28-02-2029,71,1329.56,Wellness Pharma,Available
M0294,Calcium Tablets,Injection,Abbott,B12504,26-07-2028,337,948.97,ABC Medicals,Available
M0295,Vitamin C,Cream,Lupin,B88888,25-01-2027,275,2309.49,ABC Medicals,Available
M0296,Diclofenac,Capsule,Dr. Reddy's,B15245,10-02-2029,385,1744.63,MedPlus Supplier,Available
M0297,Calcium Tablets,Capsule,Cipla,B83562,24-07-2030,462,152.27,ABC Medicals,Available
M0298,Amoxicillin,Syrup,Lupin,B39853,20-08-2029,275,1493.52,Wellness Pharma,Available
M0299,Ciprofloxacin,Tablet,Mankind,B26239,26-05-2028,206,1060.91,MedPlus Supplier,Available
M0300,Diclofenac,Injection,Sun Pharma,B30305,22-04-2029,311,2308.28,Wellness Pharma,Available
M0301,Metformin,Injection,Dr. Reddy's,B53647,03-12-2028,57,736.91,Apollo Distributor,Available
M0302,Dolo 650,Syrup,Abbott,B56508,16-09-2029,73,975.83,Apollo Distributor,Available
M0303,Omeprazole,Syrup,Glenmark,B95366,13-01-2029,190,689.2,Wellness Pharma,Available
M0304,Monocef,Injection,Alkem,B54907,14-06-2029,119,1496.33,HealthCare Pharma,Available
M0305,Azithromycin,Tablet,Sun Pharma,B69460,09-05-2030,319,295.56,ABC Medicals,Available
M0306,Monocef,Cream,Mankind,B17875,27-06-2030,76,712.53,MedPlus Supplier,Available
M0307,ORS,Syrup,Sun Pharma,B29529,23-04-2029,473,30.86,Apollo Distributor,Available
M0308,Omeprazole,Injection,Dr. Reddy's,B86781,25-06-2027,432,295.49,MedPlus Supplier,Available
M0309,Ciprofloxacin,Tablet,Sun Pharma,B59970,13-03-2028,170,403.77,Wellness Pharma,Available
M0310,ORS,Cream,Pfizer,B81624,02-06-2027,140,106.4,ABC Medicals,Available
M0311,Omeprazole,Tablet,Sun Pharma,B61538,25-06-2028,156,2472.06,HealthCare Pharma,Available
M0312,Cetirizine,Syrup,Pfizer,B96845,02-08-2030,231,1197.95,Apollo Distributor,Available
M0313,Amoxicillin,Cream,Mankind,B79183,24-02-2027,239,1947.21,ABC Medicals,Available
M0314,ORS,Injection,Mankind,B41764,07-10-2027,450,1141.31,Wellness Pharma,Available
M0315,Calcium Tablets,Cream,Pfizer,B99576,18-05-2029,480,1430.8,Apollo Distributor,Available
M0316,Dolo 650,Tablet,Torrent,B95354,27-01-2029,2,2409.26,ABC Medicals,Low Stock
M0317,Augmentin,Capsule,Dr. Reddy's,B97742,02-08-2027,385,2223.06,ABC Medicals,Available
M0318,Dolo 650,Injection,Abbott,B26264,05-03-2029,65,1620.31,HealthCare Pharma,Available
M0319,Pantoprazole,Capsule,Glenmark,B54632,18-01-2027,24,330.48,HealthCare Pharma,Available
M0320,Vitamin D,Syrup,Sun Pharma,B17086,07-04-2030,407,1932.19,Apollo Distributor,Available
M0321,Paracetamol,Injection,Torrent,B56489,29-12-2027,137,1109.3,Wellness Pharma,Available
M0322,Diclofenac,Tablet,Lupin,B60112,05-06-2028,156,2428,MedPlus Supplier,Available
M0323,Augmentin,Cream,Cipla,B94020,07-02-2029,392,84.38,Apollo Distributor,Available
M0324,Diclofenac,Injection,Dr. Reddy's,B79030,16-01-2027,297,170.97,HealthCare Pharma,Available
M0325,Vitamin D,Capsule,Cipla,B48703,28-02-2029,396,1424.51,ABC Medicals,Available
M0326,Dolo 650,Syrup,Lupin,B52083,16-10-2027,128,2170.52,Wellness Pharma,Available
M0327,Ciprofloxacin,Tablet,Sun Pharma,B88623,25-11-2027,372,2151.77,MedPlus Supplier,Available
M0328,Vitamin D,Capsule,Alkem,B11002,21-01-2027,368,892.8,ABC Medicals,Available
M0329,Diclofenac,Tablet,Glenmark,B46461,18-09-2029,245,1317.32,HealthCare Pharma,Available
M0330,Ibuprofen,Tablet,Pfizer,B92990,01-05-2028,268,1920.46,HealthCare Pharma,Available
M0331,Diclofenac,Capsule,Mankind,B66110,09-05-2027,58,164.41,Wellness Pharma,Available
M0332,Crocin,Capsule,Pfizer,B75413,03-02-2027,168,1966.27,ABC Medicals,Available
M0333,Pantoprazole,Cream,Abbott,B92118,30-10-2029,167,442.88,Wellness Pharma,Available
M0334,Ibuprofen,Capsule,Sun Pharma,B77360,18-07-2030,457,1837.58,Wellness Pharma,Available
M0335,Vitamin D,Cream,Cipla,B43038,24-02-2028,465,380.71,MedPlus Supplier,Available
M0336,Omeprazole,Syrup,Dr. Reddy's,B65921,12-01-2027,420,935.04,Wellness Pharma,Available
M0337,Calcium Tablets,Cream,Glenmark,B83077,18-08-2027,486,2334.49,Apollo Distributor,Available
M0338,Diclofenac,Cream,Cipla,B82590,20-12-2029,60,2429.54,Wellness Pharma,Available
M0339,Dolo 650,Syrup,Torrent,B44277,11-07-2030,291,1219.84,HealthCare Pharma,Available
M0340,Calcium Tablets,Injection,Pfizer,B43451,25-01-2030,44,50.72,MedPlus Supplier,Available
M0341,Metformin,Tablet,Pfizer,B19060,15-03-2028,176,2198.53,HealthCare Pharma,Available
M0342,Diclofenac,Tablet,Lupin,B36273,04-11-2027,394,1570.04,HealthCare Pharma,Available
M0343,Atorvastatin,Tablet,Mankind,B68768,11-03-2028,84,1287.82,ABC Medicals,Available
M0344,Vitamin D,Cream,Lupin,B14704,17-06-2027,336,1345.59,MedPlus Supplier,Available
M0345,ORS,Syrup,Glenmark,B81891,29-05-2030,211,1670.76,Apollo Distributor,Available
M0346,Aspirin,Cream,Lupin,B77773,20-07-2029,342,605.74,HealthCare Pharma,Available
M0347,Calcium Tablets,Syrup,Pfizer,B14703,02-02-2030,9,859.05,Wellness Pharma,Low Stock
M0348,Pantoprazole,Syrup,Glenmark,B49238,27-06-2028,97,1773.2,Wellness Pharma,Available
M0349,Ciprofloxacin,Capsule,Cipla,B78093,28-11-2028,231,595.6,Wellness Pharma,Available
M0350,Aspirin,Capsule,Dr. Reddy's,B90262,29-10-2028,106,1691.43,HealthCare Pharma,Available
M0351,Ibuprofen,Tablet,Cipla,B31225,08-12-2029,344,1256.79,Wellness Pharma,Available
M0352,Augmentin,Cream,Sun Pharma,B71692,06-07-2029,468,2104.68,Wellness Pharma,Available
M0353,Vitamin D,Syrup,Glenmark,B53196,05-01-2030,260,2098.4,MedPlus Supplier,Available
M0354,Ibuprofen,Capsule,Mankind,B51753,27-09-2028,60,2187.86,Apollo Distributor,Available
M0355,Omeprazole,Cream,Alkem,B47797,04-10-2029,25,1985.53,Apollo Distributor,Available
M0356,Aspirin,Capsule,Abbott,B39159,06-12-2029,483,108.81,Wellness Pharma,Available
M0357,Crocin,Cream,Lupin,B19303,20-09-2027,483,2118.48,Wellness Pharma,Available
M0358,ORS,Syrup,Mankind,B76577,30-12-2027,199,1853.77,ABC Medicals,Available
M0359,ORS,Syrup,Alkem,B94663,16-06-2029,337,1891.2,ABC Medicals,Available
M0360,Azithromycin,Cream,Sun Pharma,B47790,26-12-2029,499,282.1,Wellness Pharma,Available
M0361,Ibuprofen,Syrup,Abbott,B13155,21-01-2030,54,1315.07,ABC Medicals,Available
M0362,Cetirizine,Tablet,Cipla,B66375,09-04-2028,155,1140.67,Wellness Pharma,Available
M0363,Monocef,Cream,Lupin,B49481,12-07-2027,262,1496.89,ABC Medicals,Available
M0364,Cetirizine,Capsule,Torrent,B62713,03-03-2030,419,2194.22,Apollo Distributor,Available
M0365,Vitamin D,Injection,Alkem,B73997,20-05-2029,360,444.4,MedPlus Supplier,Available
M0366,Vitamin D,Cream,Pfizer,B46717,03-12-2028,50,182.82,MedPlus Supplier,Available
M0367,Paracetamol,Syrup,Dr. Reddy's,B25671,23-11-2028,70,2435.02,Apollo Distributor,Available
M0368,Augmentin,Syrup,Cipla,B40343,26-03-2030,263,1592.6,Wellness Pharma,Available
M0369,ORS,Tablet,Cipla,B22420,14-05-2027,38,873.61,ABC Medicals,Available
M0370,Ibuprofen,Syrup,Cipla,B67467,13-01-2030,302,1121.39,ABC Medicals,Available
M0371,Azithromycin,Capsule,Abbott,B52409,06-01-2027,179,1699.67,MedPlus Supplier,Available
M0372,Atorvastatin,Tablet,Dr. Reddy's,B39372,25-04-2028,108,23.18,MedPlus Supplier,Available
M0373,Atorvastatin,Tablet,Torrent,B99898,15-01-2027,99,445.38,ABC Medicals,Available
M0374,Atorvastatin,Capsule,Lupin,B95403,03-01-2027,9,930.67,ABC Medicals,Low Stock
M0375,Omeprazole,Injection,Cipla,B33945,19-01-2028,107,1053.54,MedPlus Supplier,Available
M0376,Aspirin,Injection,Cipla,B66903,17-05-2027,391,2480.72,MedPlus Supplier,Available
M0377,Vitamin C,Cream,Glenmark,B77637,04-06-2027,316,1559.03,HealthCare Pharma,Available
M0378,Aspirin,Tablet,Dr. Reddy's,B28009,24-01-2030,478,1512.72,Apollo Distributor,Available
M0379,Aspirin,Syrup,Abbott,B64136,12-03-2029,348,791.04,MedPlus Supplier,Available
M0380,Pantoprazole,Tablet,Mankind,B25857,08-05-2028,472,433.92,MedPlus Supplier,Available
M0381,Ibuprofen,Syrup,Sun Pharma,B16804,24-11-2028,286,780.32,HealthCare Pharma,Available
M0382,Crocin,Tablet,Pfizer,B56585,05-10-2027,242,804.94,ABC Medicals,Available
M0383,Amoxicillin,Tablet,Sun Pharma,B40130,26-03-2027,83,492.74,HealthCare Pharma,Available
M0384,Vitamin C,Tablet,Mankind,B29050,14-07-2027,313,2457.35,MedPlus Supplier,Available
M0385,Aspirin,Injection,Cipla,B15908,18-09-2028,74,1486.24,Apollo Distributor,Available
M0386,ORS,Cream,Torrent,B51865,30-03-2029,241,2350.72,Wellness Pharma,Available
M0387,Monocef,Injection,Mankind,B86297,27-09-2029,279,513.3,ABC Medicals,Available
M0388,Vitamin C,Capsule,Lupin,B91396,19-08-2027,69,205.23,HealthCare Pharma,Available
M0389,Diclofenac,Tablet,Dr. Reddy's,B64744,10-01-2027,0,1677.39,MedPlus Supplier,Out of Stock
M0390,Dolo 650,Cream,Dr. Reddy's,B74195,12-06-2028,356,2173.31,Wellness Pharma,Available
M0391,Paracetamol,Capsule,Alkem,B92381,27-10-2027,299,2455.76,Wellness Pharma,Available
M0392,Metformin,Injection,Cipla,B80683,03-08-2029,404,1696.2,ABC Medicals,Available
M0393,Calcium Tablets,Syrup,Abbott,B96600,10-02-2030,63,2315.75,Apollo Distributor,Available
M0394,Crocin,Injection,Abbott,B37404,29-12-2028,177,723.86,ABC Medicals,Available
M0395,Calcium Tablets,Capsule,Abbott,B81933,22-07-2029,478,1567.21,HealthCare Pharma,Available
M0396,Monocef,Syrup,Torrent,B89170,09-09-2027,101,211.01,HealthCare Pharma,Available
M0397,Omeprazole,Cream,Lupin,B55254,27-11-2029,461,1935.85,MedPlus Supplier,Available
M0398,Aspirin,Syrup,Alkem,B25280,24-07-2028,464,1004.9,HealthCare Pharma,Available
M0399,ORS,Injection,Glenmark,B24700,06-10-2028,392,1295.16,Apollo Distributor,Available
M0400,Aspirin,Tablet,Abbott,B61758,11-06-2028,57,2111.49,ABC Medicals,Available
M0401,Atorvastatin,Cream,Pfizer,B38826,25-06-2030,77,1571.02,MedPlus Supplier,Available
M0402,Crocin,Syrup,Dr. Reddy's,B78764,28-04-2027,155,447.77,HealthCare Pharma,Available
M0403,Dolo 650,Tablet,Mankind,B56717,09-09-2029,244,879.19,HealthCare Pharma,Available
M0404,Azithromycin,Injection,Cipla,B48187,03-09-2028,7,654.9,HealthCare Pharma,Low Stock
M0405,Calcium Tablets,Injection,Pfizer,B46393,11-02-2029,19,293.07,Apollo Distributor,Low Stock
M0406,Omeprazole,Capsule,Lupin,B77599,29-03-2027,236,493.66,ABC Medicals,Available
M0407,Crocin,Cream,Pfizer,B21587,27-04-2030,283,227.22,ABC Medicals,Available
M0408,Ciprofloxacin,Cream,Glenmark,B21215,19-03-2027,323,2400.03,MedPlus Supplier,Available
M0409,Cetirizine,Capsule,Pfizer,B91068,10-06-2030,183,745.67,Wellness Pharma,Available
M0410,Ibuprofen,Syrup,Sun Pharma,B26400,05-12-2029,354,1670.83,ABC Medicals,Available
M0411,Amoxicillin,Cream,Mankind,B77669,07-05-2028,421,829.12,HealthCare Pharma,Available
M0412,Ibuprofen,Injection,Dr. Reddy's,B29729,09-01-2028,498,854.84,HealthCare Pharma,Available
M0413,Ciprofloxacin,Syrup,Cipla,B31979,08-04-2030,31,1834.56,ABC Medicals,Available
M0414,Pantoprazole,Injection,Pfizer,B81305,13-06-2027,255,1970.7,HealthCare Pharma,Available
M0415,Dolo 650,Capsule,Lupin,B49985,10-08-2030,49,197.22,MedPlus Supplier,Available
M0416,Vitamin C,Capsule,Sun Pharma,B97542,29-03-2030,229,1339.22,MedPlus Supplier,Available
M0417,Vitamin D,Cream,Sun Pharma,B65006,15-10-2029,20,492.88,Apollo Distributor,Available
M0418,Paracetamol,Syrup,Abbott,B55479,20-09-2028,182,1600.74,HealthCare Pharma,Available
M0419,Ciprofloxacin,Injection,Dr. Reddy's,B29002,07-03-2028,4,1336.06,MedPlus Supplier,Low Stock
M0420,Omeprazole,Syrup,Pfizer,B67842,22-06-2029,72,2097.31,ABC Medicals,Available
M0421,Augmentin,Capsule,Sun Pharma,B60112,19-08-2028,333,1071.71,Wellness Pharma,Available
M0422,Paracetamol,Capsule,Alkem,B68132,08-05-2030,238,876.05,Apollo Distributor,Available
M0423,Cetirizine,Capsule,Mankind,B69481,15-11-2027,309,1272.25,Wellness Pharma,Available
M0424,Calcium Tablets,Capsule,Sun Pharma,B40383,25-03-2029,56,759.56,Apollo Distributor,Available
M0425,Dolo 650,Capsule,Abbott,B39532,26-07-2027,344,2468.77,HealthCare Pharma,Available
M0426,Atorvastatin,Tablet,Abbott,B72632,22-05-2028,287,1619.3,Apollo Distributor,Available
M0427,Metformin,Injection,Pfizer,B29490,18-07-2027,92,172.7,ABC Medicals,Available
M0428,Dolo 650,Cream,Sun Pharma,B40104,18-11-2028,223,308.91,HealthCare Pharma,Available
M0429,Ciprofloxacin,Capsule,Alkem,B27123,01-03-2027,262,452.38,ABC Medicals,Available
M0430,Atorvastatin,Injection,Glenmark,B61735,02-12-2029,335,630.31,ABC Medicals,Available
M0431,Pantoprazole,Cream,Pfizer,B82542,11-05-2030,428,1085.13,Wellness Pharma,Available
M0432,Amoxicillin,Syrup,Cipla,B92942,03-08-2027,424,2291.9,Apollo Distributor,Available
M0433,Vitamin D,Syrup,Cipla,B88381,29-04-2029,243,1512.22,MedPlus Supplier,Available
M0434,Cetirizine,Capsule,Lupin,B34447,05-01-2029,320,442.52,MedPlus Supplier,Available
M0435,Azithromycin,Capsule,Mankind,B30666,19-11-2027,133,1536.18,MedPlus Supplier,Available
M0436,Azithromycin,Capsule,Abbott,B23997,28-12-2028,416,65.24,HealthCare Pharma,Available
M0437,Monocef,Cream,Pfizer,B51670,22-01-2028,76,1359.05,HealthCare Pharma,Available
M0438,Calcium Tablets,Cream,Sun Pharma,B84466,08-05-2028,117,1584.32,HealthCare Pharma,Available
M0439,Azithromycin,Capsule,Cipla,B47283,02-12-2028,192,461.28,MedPlus Supplier,Available
M0440,Vitamin D,Syrup,Alkem,B19268,14-08-2030,443,1551.65,ABC Medicals,Available
M0441,Calcium Tablets,Injection,Cipla,B37482,05-06-2028,467,1643.37,ABC Medicals,Available
M0442,Paracetamol,Capsule,Torrent,B23511,05-07-2030,103,187.62,Wellness Pharma,Available
M0443,Crocin,Cream,Torrent,B17063,13-01-2028,395,2206.75,HealthCare Pharma,Available
M0444,Azithromycin,Capsule,Abbott,B73325,18-04-2028,79,1064.52,ABC Medicals,Available
M0445,Pantoprazole,Cream,Pfizer,B65065,19-02-2028,164,1818.44,Wellness Pharma,Available
M0446,Paracetamol,Tablet,Alkem,B28804,18-04-2027,478,2312.11,Wellness Pharma,Available
M0447,Calcium Tablets,Tablet,Lupin,B82662,29-11-2028,385,1372.24,Apollo Distributor,Available
M0448,Aspirin,Capsule,Alkem,B14475,16-05-2029,386,1305.02,ABC Medicals,Available
M0449,Pantoprazole,Capsule,Pfizer,B84358,26-06-2027,177,1101.79,Apollo Distributor,Available
M0450,Amoxicillin,Injection,Alkem,B54249,31-03-2029,463,1516.2,Apollo Distributor,Available
M0451,Dolo 650,Cream,Sun Pharma,B35096,03-04-2029,422,2026.63,MedPlus Supplier,Available
M0452,Dolo 650,Capsule,Mankind,B74080,06-12-2028,211,1170.49,MedPlus Supplier,Available
M0453,Monocef,Cream,Dr. Reddy's,B17924,11-12-2027,490,1787.58,ABC Medicals,Available
M0454,Paracetamol,Syrup,Abbott,B95767,21-10-2029,87,1590.64,HealthCare Pharma,Available
M0455,Augmentin,Tablet,Sun Pharma,B30690,13-06-2030,144,1655.03,MedPlus Supplier,Available
M0456,Paracetamol,Injection,Abbott,B38129,29-10-2027,300,2173.21,Apollo Distributor,Available
M0457,Ciprofloxacin,Cream,Alkem,B60089,04-01-2029,81,1750.08,ABC Medicals,Available
M0458,Calcium Tablets,Syrup,Alkem,B33320,06-10-2029,482,1877.95,MedPlus Supplier,Available
M0459,Vitamin D,Syrup,Glenmark,B37726,19-07-2027,90,1653.22,HealthCare Pharma,Available
M0460,ORS,Syrup,Mankind,B26106,27-03-2030,122,1927.86,Apollo Distributor,Available
M0461,Diclofenac,Tablet,Pfizer,B42404,20-09-2027,371,1702.51,MedPlus Supplier,Available
M0462,Pantoprazole,Syrup,Torrent,B18679,12-04-2027,366,350.6,Wellness Pharma,Available
M0463,Omeprazole,Injection,Lupin,B92791,23-04-2030,25,1414.67,Wellness Pharma,Available
M0464,Atorvastatin,Injection,Glenmark,B27313,16-05-2027,285,814.67,HealthCare Pharma,Available
M0465,Omeprazole,Tablet,Dr. Reddy's,B87878,13-08-2030,9,1111.32,HealthCare Pharma,Low Stock
M0466,Azithromycin,Syrup,Cipla,B19566,18-01-2027,51,1938.81,ABC Medicals,Available
M0467,Metformin,Syrup,Pfizer,B80674,27-03-2030,21,1682.67,ABC Medicals,Available
M0468,Omeprazole,Injection,Dr. Reddy's,B54661,24-04-2027,105,1967.79,ABC Medicals,Available
M0469,Diclofenac,Capsule,Dr. Reddy's,B13978,28-06-2029,47,1384.56,HealthCare Pharma,Available
M0470,Omeprazole,Injection,Glenmark,B84223,08-04-2030,330,1577.38,HealthCare Pharma,Available
M0471,Diclofenac,Cream,Abbott,B16080,29-06-2030,197,2046.89,Apollo Distributor,Available
M0472,Vitamin D,Syrup,Cipla,B13002,21-06-2027,423,224.23,Apollo Distributor,Available
M0473,Azithromycin,Tablet,Torrent,B19042,05-01-2027,288,1909.43,Apollo Distributor,Available
M0474,Ibuprofen,Capsule,Lupin,B40666,30-03-2028,118,1535.32,Apollo Distributor,Available
M0475,Vitamin C,Capsule,Torrent,B15673,24-09-2027,432,1445.77,ABC Medicals,Available
M0476,Aspirin,Capsule,Dr. Reddy's,B94772,29-11-2027,11,1013.99,ABC Medicals,Low Stock
M0477,Pantoprazole,Cream,Cipla,B47507,11-12-2028,468,1400.78,Wellness Pharma,Available
M0478,Augmentin,Capsule,Lupin,B58974,19-07-2029,152,357.87,Apollo Distributor,Available
M0479,Diclofenac,Tablet,Mankind,B68689,18-03-2028,68,2157.85,Apollo Distributor,Available
M0480,Augmentin,Tablet,Lupin,B65691,10-12-2027,346,1080.58,Wellness Pharma,Available
M0481,Crocin,Tablet,Torrent,B31641,01-02-2028,435,2415.86,ABC Medicals,Available
M0482,Augmentin,Capsule,Mankind,B62778,05-08-2027,400,103.3,ABC Medicals,Available
M0483,Augmentin,Injection,Alkem,B38374,27-08-2028,32,1418.83,MedPlus Supplier,Available
M0484,Dolo 650,Injection,Abbott,B30284,11-12-2029,77,541.79,MedPlus Supplier,Available
M0485,Calcium Tablets,Syrup,Abbott,B55968,03-01-2029,150,743.44,ABC Medicals,Available
M0486,Pantoprazole,Injection,Alkem,B46313,18-05-2028,406,1314.08,MedPlus Supplier,Available
M0487,Cetirizine,Capsule,Sun Pharma,B12556,01-04-2027,78,2338.46,Apollo Distributor,Available
M0488,Atorvastatin,Capsule,Pfizer,B69779,11-02-2027,385,1871.78,Wellness Pharma,Available
M0489,Cetirizine,Syrup,Glenmark,B42846,09-03-2028,194,989.75,Wellness Pharma,Available
M0490,Ibuprofen,Cream,Abbott,B99081,27-03-2030,146,1719.05,ABC Medicals,Available
M0491,Azithromycin,Cream,Dr. Reddy's,B95011,02-12-2027,471,935.06,ABC Medicals,Available
M0492,Vitamin C,Cream,Mankind,B12984,24-11-2027,25,2010.77,ABC Medicals,Available
M0493,Dolo 650,Capsule,Abbott,B90675,14-06-2028,198,2139.79,HealthCare Pharma,Available
M0494,Ciprofloxacin,Syrup,Torrent,B36742,26-11-2029,218,972.77,Apollo Distributor,Available
M0495,Calcium Tablets,Tablet,Sun Pharma,B18076,04-11-2027,401,1427.1,ABC Medicals,Available
M0496,Augmentin,Syrup,Mankind,B47677,13-06-2029,249,1892.83,Apollo Distributor,Available
M0497,Vitamin D,Cream,Alkem,B77522,28-01-2028,364,590.5,HealthCare Pharma,Available
M0498,Calcium Tablets,Capsule,Alkem,B29997,20-05-2029,102,195.08,ABC Medicals,Available
M0499,Diclofenac,Cream,Sun Pharma,B39530,13-04-2027,68,1898.51,HealthCare Pharma,Available
M0500,Cetirizine,Syrup,Abbott,B89601,25-05-2029,44,1086.19,MedPlus Supplier,Available
